,Company,Job,Location,Salary,Specific_location,Summary
1019,Working Smart Limited,Scientific Software Development Engineer Permanent,Edinburgh,52500.0,Edinburgh,"Degree in Engineering, Mathematics or Physical Science essential, MSc or PhD preferred. Become competent in Clients’ work flows, data flows, and operability..."
1020,Charles River Laboratories,Assistant Animal Technician,Edinburgh,14557.5,Tranent EH33,"Competent data recording without errors. Whether your background is in life sciences, finance, IT, sales or another area, your skills will play an important..."
1021,Edinburgh Napier University,"Professor in Cyber Security - FT, Permanent",Edinburgh,66563.5,Edinburgh,"The subject group is currently engaged in a range of research interests, including machine learning/data science applied to cyber security, network security,..."
1022,Edinburgh Napier University,"Associate Professor in Cyber Security - FT, Permanent",Edinburgh,53049.5,Edinburgh,"The subject group is currently engaged in a range of research interests, including machine learning/data science applied to cyber security, network security,..."
1023,Charles River Laboratories,Assistant Technician I,Edinburgh,16000.5,Tranent,"About In Vitro Sciences. We are seeking an experienced Assistant Technician for our In Vitro Sciences department located in Elvingston Science Centre, Gladsmuir..."
1024,Cathcart Associates,Scrum Master,Edinburgh,50000.0,Edinburgh,"You can expect a range of fast paced, new software development work, they are building a new cloud-based platform and you will get a lot of exposure to a range..."
1025,Hudson,Software Developer x3,Edinburgh,34000.0,Edinburgh,"Data science, AI and machine learning, GIS platforms, IoT, digital preservation, open source software and open access, then get in touch...."
1026,Next Phase Recruitment Limited,Pharmaceutical Graduate Project Co-ordinator,Edinburgh,18000.0,Bathgate,"Are you a commercially-minded Science Graduate, looking to build on your experience in a prestigious global organisation?..."
1027,Search Consultancy,Digital Architect,Edinburgh,58000.0,Edinburgh,"You will work to deliver projects across web development, plug and play applications, mobile apps and data science...."
1028,Mattinson Partnership,EIA Project Manager,Edinburgh,31000.0,Edinburgh,BSc/MSc Environmental Science). Perform desk based studies and coordinate site surveys and data collection exercises....
1029,Harnham,CREDIT RISK MODELLER,Edinburgh,40000.0,Edinburgh,"Senior Risk Modeller - IRB + Scorecards + Data Science. Up to £40,000...."
1030,Queen Margaret University,Lecturer in Digital Media and Communications (Communications...,Edinburgh,42714.0,Musselburgh,"Knowledge of data visualization (a). Located within the School of Arts, Social Sciences and Management, the Division of Media, Communication and Performing Arts..."
1031,Head Resourcing Limited,Digital Architect,Edinburgh,60000.0,Edinburgh,"I am looking to talk with a Digital Architect who is able to deliver and develop a road map of capability across, web, applications, mobile apps and innovation..."
1032,ECM Selection,Research Engineer - Automation / Robotics,Edinburgh,60000.0,Edinburgh,"Strong academic background (ideally including a relevant PhD) in computer science, maths or engineering. Strong understanding of spatial data structures and..."
1033,Conrad Scott,Graduate Recruitment Consultant / Researcher,Edinburgh,20000.0,Edinburgh,Unique opportunity for Graduate Trainee Recruitment Consultant / Researcher to join a respected recruitment agency and work with an existing client base (no...
1034,Mattinson Partnership,Senior EIA Project Manager,Edinburgh,35000.0,Edinburgh,"Environmental Science, Environmental Management). Provide direction of desk based studies and coordinate site surveys and data collection exercises...."
1035,Saxon Recruitment Solutions,Software Engineer - C++ - Edinburgh or Aberdeen,Edinburgh,44000.0,Edinburgh,"Experience in Ethernet data interfaces, Serial based hardware interfaces and UDP would be beneficial. An aptitude in Maths or linear algebra is useful to..."
1036,Queen Margaret University,Lecturer in Digital Media and Communications (Media Industri...,Edinburgh,42714.0,Musselburgh,"Knowledge of data visualization (a). Located within the School of Arts, Social Sciences and Management, the Division of Media, Communication and Performing Arts..."
1037,Jobs in Science,Senior Metallurgist,Edinburgh,40000.0,Livingston,"Technical report writing and analysis of data. Supervise and Plan the metallurgical aspects of processing of the Company’s Aerospace, LBGT and Energy products...."
1038,Conrad Scott,Recruitment Consultants - any sector into international,Edinburgh,28500.0,Edinburgh,"Established global financial services recruitment agency, head quartered in Edinburgh seeking Recruitment Consultants from any sector to move into international..."
1039,Saxon Recruitment Solutions,Software Engineer C++,Edinburgh,44000.0,Edinburgh,"Experience in Ethernet data interfaces, Serial based hardware interfaces and UDP would be beneficial. An aptitude in Maths or linear algebra is useful to..."
1040,Blue Arrow,Software Development Engineer,Edinburgh,38500.0,Livingston,"Data Visualisation, charting and graphics. Knowledge in acquisition, processing, analysis and interpretation of spectroscopic data, ideally Raman spectraSalary..."
1041,Government Statistical Service,Graduate/ Postgraduate Data Scientist,Newcastle,27568.0,Newcastle upon Tyne,"Deliver insight from data using statistical and data science techniques, applying your skills in coding, mathematics and statistics...."
1042,Newcastle University,Information Officer,Newcastle,25739.0,Newcastle upon Tyne,"You will support the Performance Manager, having responsibility for the collection of project performance data from a variety of sources, supporting data..."
1043,Government Statistical Service,Senior Data Scientist,Newcastle,30000.0,Newcastle upon Tyne,"Deliver insight from data using statistical and data science techniques, applying your skills in coding, mathematics and statistics...."
1044,Newcastle University,Research Associate,Newcastle,34316.0,Newcastle upon Tyne,"Experiments will require strong skills and experience in protein analyses, cell and molecular biology, and various complementary computer skills for analysis of..."
1045,Synexus,Data Coordinator 1,Newcastle,17000.0,Hexham NE46,"As a Data Coordinator 1, you will provide support to the other data coordinators on project related duties including ensuring the accuracy of data, producing..."
1046,Amsource Technology,Head of Data Science,Newcastle,80000.0,Newcastle upon Tyne,This is an exciting opportunity for an experienced Data Science professional to join a very successful and leading business based in Newcastle....
1047,Newcastle University,Lecturer in Geospatial Analysis,Newcastle,34316.0,Newcastle upon Tyne,"Outstanding candidates with expertise in any area of GIS, cartography/visualisation or geospatial analysis/modelling will be considered, although we..."
1048,Netrologix Ltd,Software and Machine Learning Engineer,Newcastle,32500.0,Sedgefield,Degree in Computer Science or similar. The candidate will be working on developing software for the Nanskin sensor and processing/gathering large data set from...
1049,CK Group,Data Analyst,Newcastle,37500.0,Durham,"In depth knowledge of data modelling, ETL, data warehousing design principles. The primary function of the Data Analyst will be to act as the subject matter..."
1050,The Wasdell Group,Senior Quality Associate (Newcastle),Newcastle,32500.0,Newcastle upon Tyne,"Hold a scientific degree level qualification (ideally pharmacy, pharmaceutical sciences, biology or chemistry) or have equivalent experience...."
1051,NRG,Head OF BI,Newcastle,65000.0,Newcastle upon Tyne,Lead the end to end integration of over 100 disparate data sources into a unified data fabric. Build a lean analytics and data science function from the ground...
1052,Newcastle University,Research Associate/Senior Research Associate in Genomics,Newcastle,34316.0,Newcastle upon Tyne,"You will have a PhD in a relevant subject area, along with a Bachelor’s degree (or equivalent) in a science, medicine or health-related subject...."
1053,Newcastle University,School and Finance Support Officer,Newcastle,17373.5,Newcastle upon Tyne,You will assist Clinical Placements and Finance Co-ordinator in the processing of evaluation data. The School of Medical Education holds a bronze Athena SWAN...
1054,Durham University,Post Doctoral Research Associate,Newcastle,35690.0,Durham,"The successful candidate will be based in the Department of Computer Science, Durham University - ranked in the top 5 for Computer Science, Times Good..."
1056,Peacocks Medical Group,.NET Developer,Newcastle,35000.0,Newcastle upon Tyne,"Experience with layering code into UI, Business and Data Access layers. Bachelor's degree in Computer Science or related field, or equivalent experience...."
